created_at,favorite_count,full_text,quote_count,reply_count,retweet_count,hashtags,cleaned_text,cleaned_text_2,tokenized_text,stemmed_text,lemmatized_text
Tue Aug 26 10:35:16 +0000 2025,9339,Pada Senin (25/08) Presiden Prabowo Subianto menganugerahkan tanda kehormatan kepada 141 tokoh mulai dari mantan pejabat pejabat aktif hingga pengusaha. Sementara itu di jalanan demonstrasi yang menuntut pembubaran DPR di beberapa titik di Jakarta berlangsung ricuh. https://t.co/UniQRfKmQi,319,239,4260,[],pada senin  presiden prabowo subianto menganugerahkan tanda kehormatan kepada  tokoh mulai dari mantan pejabat pejabat aktif hingga pengusaha sementara itu di jalanan demonstrasi yang menuntut pembubaran dpr di beberapa titik di jakarta berlangsung ricuh,senin presiden prabowo subianto menganugerahkan tanda kehormatan tokoh mantan pejabat pejabat aktif pengusaha jalanan demonstrasi menuntut pembubaran dewan perwakilan rakyat titik jakarta ricuh,"['senin', 'presiden', 'prabowo', 'subianto', 'menganugerahkan', 'tanda', 'kehormatan', 'tokoh', 'mantan', 'pejabat', 'pejabat', 'aktif', 'pengusaha', 'jalanan', 'demonstrasi', 'menuntut', 'pembubaran', 'dewan', 'perwakilan', 'rakyat', 'titik', 'jakarta', 'ricuh']",senin presiden prabowo subianto anugerah tanda hormat tokoh mantan jabat jabat aktif usaha jalan demonstrasi tuntut bubar dewan wakil rakyat titik jakarta ricuh,senin presiden prabowo subianto menganugerahkan tanda kehormatan tokoh mantan pejabat pejabat aktif pengusaha jalanan demonstrasi menuntut pembubaran dewan perwakilan rakyat titik jakarta ricuh
Sat Aug 30 03:09:11 +0000 2025,32795,Kalau Hendropriyono mau gue percaya ada pihak asing dibalik demo berarti gue juga perlu percaya ketika beliau bilang @prabowo itu gila bahkan mendekati skizofrenia . https://t.co/1qUvtOdeDI https://t.co/cFr4lsfLlV,1209,574,19153,[],kalau hendropriyono mau gue percaya ada pihak asing dibalik demo berarti gue juga perlu percaya ketika beliau bilang itu gila bahkan mendekati skizofrenia ,hendropriyono percaya dibalik demo percaya beliau bilang mendekati skizofrenia,"['hendropriyono', 'percaya', 'dibalik', 'demo', 'percaya', 'beliau', 'bilang', 'mendekati', 'skizofrenia']",hendropriyono percaya balik demo percaya beliau bilang dekat skizofrenia,hendropriyono percaya dibalik demo percaya beliau bilang mendekati skizofrenia
Wed Aug 27 00:02:52 +0000 2025,649,Demo 28 Agustus 2025 Serentak di 38 Provinsi 6 Tuntutan Buruh 1. Hapus Outsourcing 2. Stop PHK 3. Reformasi pajak perburuhan 4. Sahkan RUU ketenahakerjaan 5. Sahkan RUU Perampasan aset 6. Revisi RUU Pemilu Noted @DPR_RI @prabowo ️ https://t.co/lIyuKMNx8I,6,39,260,[],demo  agustus  serentak di  provinsi  tuntutan buruh  hapus outsourcing  stop phk  reformasi pajak perburuhan  sahkan ruu ketenahakerjaan  sahkan ruu perampasan aset  revisi ruu pemilu noted ,demo agustus serentak provinsi tuntutan buruh hapus outsourcing stop phk reformasi pajak perburuhan sahkan ruu ketenahakerjaan sahkan ruu perampasan aset revisi ruu pemilu noted,"['demo', 'agustus', 'serentak', 'provinsi', 'tuntutan', 'buruh', 'hapus', 'outsourcing', 'stop', 'phk', 'reformasi', 'pajak', 'perburuhan', 'sahkan', 'ruu', 'ketenahakerjaan', 'sahkan', 'ruu', 'perampasan', 'aset', 'revisi', 'ruu', 'pemilu', 'noted']",demo agustus serentak provinsi tuntut buruh hapus outsourcing stop phk reformasi pajak buruh sahkan ruu ketenahakerjaan sahkan ruu ampas aset revisi ruu milu noted,demo agustus serentak provinsi tuntutan buruh hapus outsourcing stop phk reformasi pajak perburuhan sahkan ruu ketenahakerjaan sahkan ruu perampasan aset revisi ruu pemilu noted
Tue Aug 26 01:51:31 +0000 2025,549,BUBARKAN DPR HANYA PENYIKSA RAKYAT... IKUTI AKSI DEMO DI DEPAN GEDUNG DPR RI IBU-IBU INI SECARA TEGAS MEMBERIKAN SINDIRAN DPR ITU DEWAN PENYIKSA RAKYAT...‼️ #DesakPrabowoBubarkanDPR #DesakPrabowoBubarkanDPR 🆘🆗 https://t.co/6dnPvvwU2F,6,20,215,"['#DesakPrabowoBubarkanDPR', '#DesakPrabowoBubarkanDPR']",bubarkan dpr hanya penyiksa rakyat ikuti aksi demo di depan gedung dpr ri ibuibu ini secara tegas memberikan sindiran dpr itu dewan penyiksa rakyat ,bubarkan dewan perwakilan rakyat penyiksa rakyat ikuti aksi demo gedung dewan perwakilan rakyat ibuibu sindiran dewan perwakilan rakyat dewan penyiksa rakyat,"['bubarkan', 'dewan', 'perwakilan', 'rakyat', 'penyiksa', 'rakyat', 'ikuti', 'aksi', 'demo', 'gedung', 'dewan', 'perwakilan', 'rakyat', 'ibuibu', 'sindiran', 'dewan', 'perwakilan', 'rakyat', 'dewan', 'penyiksa', 'rakyat']",bubar dewan wakil rakyat siksa rakyat ikut aksi demo gedung dewan wakil rakyat ibuibu sindir dewan wakil rakyat dewan siksa rakyat,bubarkan dewan perwakilan rakyat penyiksa rakyat ikuti aksi demo gedung dewan perwakilan rakyat ibuibu sindiran dewan perwakilan rakyat dewan penyiksa rakyat
Sat Aug 30 13:32:40 +0000 2025,4825,Nah ini demo yang betul adili Jokowi dan lengserkan Gibran bersihkan genk solo di pemerintahan Prabowo. https://t.co/d9IGZxw4PA,72,252,1806,[],nah ini demo yang betul adili jokowi dan lengserkan gibran bersihkan genk solo di pemerintahan prabowo,demo adili jokowi lengserkan gibran bersihkan genk solo pemerintahan prabowo,"['demo', 'adili', 'jokowi', 'lengserkan', 'gibran', 'bersihkan', 'genk', 'solo', 'pemerintahan', 'prabowo']",demo adil jokowi lengser gibran sih genk solo perintah prabowo,demo adili jokowi lengserkan gibran bersihkan genk solo pemerintahan prabowo
Thu Aug 28 16:02:00 +0000 2025,258,@aguss_benny13 @petitestardust OON PANTES LU HIDUP DI INDONESIA TERUS PRESIDENNYA PRABOWO. lu pikir DPR itu di demo gegara kebijakan siapa oon. https://t.co/9wNoiGDdvK,5,0,60,[],oon pantes lu hidup di indonesia terus presidennya prabowo lu pikir dpr itu di demo gegara kebijakan siapa oon,oon pantes hidup indonesia presidennya prabowo pikir dewan perwakilan rakyat demo gegara kebijakan oon,"['oon', 'pantes', 'hidup', 'indonesia', 'presidennya', 'prabowo', 'pikir', 'dewan', 'perwakilan', 'rakyat', 'demo', 'gegara', 'kebijakan', 'oon']",oon pantes hidup indonesia presiden prabowo pikir dewan wakil rakyat demo gegara bijak oon,oon pantes hidup indonesia presidennya prabowo pikir dewan perwakilan rakyat demo gegara kebijakan oon
Sat Aug 30 11:18:24 +0000 2025,10439,Media Jepang Mengabarkan Aksi Demo di Negeri ini. Pak Presiden @prabowo selamat anda semakin terkenal ya Bang @bang_dasco ? https://t.co/0ZQk7PWaxn,28,72,2702,[],media jepang mengabarkan aksi demo di negeri ini pak presiden selamat anda semakin terkenal ya bang ,media jepang mengabarkan aksi demo negeri presiden selamat terkenal ya bang,"['media', 'jepang', 'mengabarkan', 'aksi', 'demo', 'negeri', 'presiden', 'selamat', 'terkenal', 'ya', 'bang']",media jepang abar aksi demo negeri presiden selamat kenal ya bang,medium jepang mengabarkan aksi demo negeri presiden selamat terkenal ya bang
Sun Aug 31 09:22:02 +0000 2025,3972,Keterangan Pers Presiden Prabowo. 31 Agustus 2025. 1.Polri telah melakukan proses pemeriksaan terhadap petugas yang kemarin melakukan kesalahan atau pelanggaran. 2.Ketua partai politik telah mengambil sikap tegas bahwa anggota DPR dari masing-masing partai yang memberikan https://t.co/stnDFk7v12,1084,158,2497,[],keterangan pers presiden prabowo  agustus  polri telah melakukan proses pemeriksaan terhadap petugas yang kemarin melakukan kesalahan atau pelanggaran ketua partai politik telah mengambil sikap tegas bahwa anggota dpr dari masingmasing partai yang memberikan,keterangan pers presiden prabowo agustus polri proses pemeriksaan petugas kemarin kesalahan pelanggaran ketua partai politik mengambil sikap anggota dewan perwakilan rakyat masingmasing partai,"['keterangan', 'pers', 'presiden', 'prabowo', 'agustus', 'polri', 'proses', 'pemeriksaan', 'petugas', 'kemarin', 'kesalahan', 'pelanggaran', 'ketua', 'partai', 'politik', 'mengambil', 'sikap', 'anggota', 'dewan', 'perwakilan', 'rakyat', 'masingmasing', 'partai']",terang pers presiden prabowo agustus polri proses periksa tugas kemarin salah langgar ketua partai politik ambil sikap anggota dewan wakil rakyat masingmasing partai,keterangan pers presiden prabowo agustus polri prose pemeriksaan petugas kemarin kesalahan pelanggaran ketua partai politik mengambil sikap anggota dewan perwakilan rakyat masingmasing partai
Sun Aug 31 00:00:05 +0000 2025,28954,-star 🆘 THE PRESIDENT OF INDONESIA PRABOWO SUBIANTO JUST NOW WAS GIVING A GREEN LIGHT TO THE POLICE AND THE ARMED FORCES TO ESCALATE VIOLENCE ON HIS OWN PEOPLE. HE'S ALLOWING THE AUTHORITIES TO HARM UNARMED CIVILIANS. THIS IS BEYOND MESSED UP! HE NEEDS TO STEP DOWN,340,2530,17754,[],star  the president of indonesia prabowo subianto just now was giving a green light to the police and the armed forces to escalate violence on his own people hes allowing the authorities to harm unarmed civilians this is beyond messed up he needs to step down,star the president of indonesia prabowo subianto just now was giving a green light to the police and the armed forces to escalate violence on his own people hes allowing the authorities to harm unarmed civilians this is beyond messed up he needs to step down,"['star', 'the', 'president', 'of', 'indonesia', 'prabowo', 'subianto', 'just', 'now', 'was', 'giving', 'a', 'green', 'light', 'to', 'the', 'police', 'and', 'the', 'armed', 'forces', 'to', 'escalate', 'violence', 'on', 'his', 'own', 'people', 'hes', 'allowing', 'the', 'authorities', 'to', 'harm', 'unarmed', 'civilians', 'this', 'is', 'beyond', 'messed', 'up', 'he', 'needs', 'to', 'step', 'down']",star the president of indonesia prabowo subianto just now was giving a green light to the police and the armed forces to escalate violence on his own people hes allowing the authorities to harm unarmed civilians this is beyond messed up he needs to step down,star the president of indonesia prabowo subianto just now wa giving a green light to the police and the armed force to escalate violence on his own people he allowing the authority to harm unarmed civilian this is beyond messed up he need to step down
Mon Aug 25 04:55:50 +0000 2025,627,AYO REVOLUSI... INDONESIA BERGUNCANG RIBUAN MASSA TURUN KE JALAN MENUNTUT DPR DI BUBARKAN... #DesakPrabowoBubarkanDPR #DesakPrabowoBubarkanDPR 🆘🆗 https://t.co/kQ5vRWu4FI,8,33,265,"['#DesakPrabowoBubarkanDPR', '#DesakPrabowoBubarkanDPR']",ayo revolusi indonesia berguncang ribuan massa turun ke jalan menuntut dpr di bubarkan ,ayo revolusi indonesia berguncang ribuan massa turun jalan menuntut dewan perwakilan rakyat bubarkan,"['ayo', 'revolusi', 'indonesia', 'berguncang', 'ribuan', 'massa', 'turun', 'jalan', 'menuntut', 'dewan', 'perwakilan', 'rakyat', 'bubarkan']",ayo revolusi indonesia guncang ribu massa turun jalan tuntut dewan wakil rakyat bubar,ayo revolusi indonesia berguncang ribuan massa turun jalan menuntut dewan perwakilan rakyat bubarkan
Tue Aug 26 11:55:23 +0000 2025,305,Prabowo di puji rakyat indonesia ktk 1. Membatalkan mutasi letjen kunto. 2. Memberikan abolisi pd tom lembng. Prabowo dianggap menye menye ketika . Tidak mengganti2 kapolri jaksa agung komisaris kpk &amp; mendagri. Mrk berpotensi menggunting dlm lipatan . Bikin ind Gaduh Ind. https://t.co/Rp3QmPERUZ,5,10,159,[],prabowo di puji rakyat indonesia ktk  membatalkan mutasi letjen kunto  memberikan abolisi pd tom lembng prabowo dianggap menye menye ketika  tidak mengganti kapolri jaksa agung komisaris kpk amp mendagri mrk berpotensi menggunting dlm lipatan  bikin ind gaduh ind,prabowo puji rakyat indonesia ktk membatalkan mutasi letjen kunto abolisi pd tom lembng prabowo dianggap menye menye mengganti kapolri jaksa agung komisaris kpk amp mendagri mrk berpotensi menggunting lipatan bikin ind gaduh ind,"['prabowo', 'puji', 'rakyat', 'indonesia', 'ktk', 'membatalkan', 'mutasi', 'letjen', 'kunto', 'abolisi', 'pd', 'tom', 'lembng', 'prabowo', 'dianggap', 'menye', 'menye', 'mengganti', 'kapolri', 'jaksa', 'agung', 'komisaris', 'kpk', 'amp', 'mendagri', 'mrk', 'berpotensi', 'menggunting', 'lipatan', 'bikin', 'ind', 'gaduh', 'ind']",prabowo puji rakyat indonesia ktk batal mutasi letjen kunto abolisi pd tom lembng prabowo anggap menye menye ganti kapolri jaksa agung komisaris kpk amp mendagri mrk potensi gunting lipat bikin ind gaduh ind,prabowo puji rakyat indonesia ktk membatalkan mutasi letjen kunto abolisi pd tom lembng prabowo dianggap menye menye mengganti kapolri jaksa agung komisaris kpk amp mendagri mrk berpotensi menggunting lipatan bikin ind gaduh ind
Sun Aug 31 10:22:39 +0000 2025,3504,@prabowo parah Anda Pak!! ga menyentuh pokok permasalahan... kenapa demo malah ngomongin: Makar Adu domba Antek asing Teroris... KORUPTORnya ga disentuh blas!!! Indonesia itu DARURAT/KRONIS KORUPSI malah mokar makar... blas ra penting bagi pendemo2 itu,2,29,687,[],parah anda pak ga menyentuh pokok permasalahan kenapa demo malah ngomongin makar adu domba antek asing teroris koruptornya ga disentuh blas indonesia itu daruratkronis korupsi malah mokar makar blas ra penting bagi pendemo itu,parah menyentuh pokok permasalahan demo ngomongin makar adu domba teroris koruptornya disentuh blas indonesia daruratkronis korupsi mokar makar blas ra pendemo,"['parah', 'menyentuh', 'pokok', 'permasalahan', 'demo', 'ngomongin', 'makar', 'adu', 'domba', 'teroris', 'koruptornya', 'disentuh', 'blas', 'indonesia', 'daruratkronis', 'korupsi', 'mokar', 'makar', 'blas', 'ra', 'pendemo']",parah sentuh pokok masalah demo ngomongin makar adu domba teroris koruptor sentuh blas indonesia daruratkronis korupsi mokar makar blas ra demo,parah menyentuh pokok permasalahan demo ngomongin makar adu domba teroris koruptornya disentuh blas indonesia daruratkronis korupsi mokar makar blas ra pendemo
Sun Aug 31 10:25:25 +0000 2025,636,@prabowo anak buah anda malah menyuruh buat tembakin demonstran dan diikuti tepuk tangan. anda berani pecat?? https://t.co/LszDcgP8WK,1,19,130,[],anak buah anda malah menyuruh buat tembakin demonstran dan diikuti tepuk tangan anda berani pecat,anak buah menyuruh tembakin demonstran diikuti tepuk tangan berani pecat,"['anak', 'buah', 'menyuruh', 'tembakin', 'demonstran', 'diikuti', 'tepuk', 'tangan', 'berani', 'pecat']",anak buah suruh tembakin demonstran ikut tepuk tangan berani pecat,anak buah menyuruh tembakin demonstran diikuti tepuk tangan berani pecat
Sat Aug 30 11:43:22 +0000 2025,1349,Rezim punya opsi buat mengedepankan solusi dialogis buat mendengarkan rakyat tapi yang dia tahu cuma mobilisasi kekerasan Buat Prabowo mereka yang protes itu ancaman kekuasaan bukan warga yang punya tuntutan &amp; hak demokratis Penjahat HAM &amp; diktator memang gak bisa bohong,5,7,1359,[],rezim punya opsi buat mengedepankan solusi dialogis buat mendengarkan rakyat tapi yang dia tahu cuma mobilisasi kekerasan buat prabowo mereka yang protes itu ancaman kekuasaan bukan warga yang punya tuntutan amp hak demokratis penjahat ham amp diktator memang gak bisa bohong,opsi mengedepankan solusi dialogis mendengarkan rakyat mobilisasi kekerasan prabowo protes ancaman kekuasaan warga tuntutan amp hak demokratis penjahat ham amp diktator bohong,"['opsi', 'mengedepankan', 'solusi', 'dialogis', 'mendengarkan', 'rakyat', 'mobilisasi', 'kekerasan', 'prabowo', 'protes', 'ancaman', 'kekuasaan', 'warga', 'tuntutan', 'amp', 'hak', 'demokratis', 'penjahat', 'ham', 'amp', 'diktator', 'bohong']",opsi depan solusi dialogis dengar rakyat mobilisasi keras prabowo protes ancam kuasa warga tuntut amp hak demokratis jahat ham amp diktator bohong,opsi mengedepankan solusi dialogis mendengarkan rakyat mobilisasi kekerasan prabowo protes ancaman kekuasaan warga tuntutan amp hak demokratis penjahat ham amp diktator bohong
Sun Aug 31 10:38:42 +0000 2025,212,Additionally Prabowo asserted that some actions during the recent nationwide rallies constituted treason and terrorism. The president says he has ordered authorities to take strict legal action against the destruction of public property looting of homes and economic,6,1,26,[],additionally prabowo asserted that some actions during the recent nationwide rallies constituted treason and terrorism the president says he has ordered authorities to take strict legal action against the destruction of public property looting of homes and economic,additionally prabowo asserted that some actions during the recent nationwide rallies constituted treason and terrorism the president says he has ordered authorities to take strict legal action against the destruction of public property looting of homes and economic,"['additionally', 'prabowo', 'asserted', 'that', 'some', 'actions', 'during', 'the', 'recent', 'nationwide', 'rallies', 'constituted', 'treason', 'and', 'terrorism', 'the', 'president', 'says', 'he', 'has', 'ordered', 'authorities', 'to', 'take', 'strict', 'legal', 'action', 'against', 'the', 'destruction', 'of', 'public', 'property', 'looting', 'of', 'homes', 'and', 'economic']",additionally prabowo asserted that some actions during the recent nationwide rallies constituted treason and terrorism the president says he has ordered authorities to take strict legal action against the destruction of public property looting of homes and economic,additionally prabowo asserted that some action during the recent nationwide rally constituted treason and terrorism the president say he ha ordered authority to take strict legal action against the destruction of public property looting of home and economic
Sat Aug 30 12:59:11 +0000 2025,2720,Mengambil kutipan aktivis senior bung @faizalassegaf bahwa dalam demo yg terjadi harus diwaspadai gerakan-gerakan kekuasaan lama yang bermain maka sangat disayangkan jika Presiden Prabowo masih terbius dalam permainan politik hipokrit penipu yg dianggapnya jujur dan lugu. https://t.co/Xz5M8SNTZz,53,179,1347,[],mengambil kutipan aktivis senior bung bahwa dalam demo yg terjadi harus diwaspadai gerakangerakan kekuasaan lama yang bermain maka sangat disayangkan jika presiden prabowo masih terbius dalam permainan politik hipokrit penipu yg dianggapnya jujur dan lugu,mengambil kutipan aktivis senior demo diwaspadai gerakangerakan kekuasaan bermain disayangkan presiden prabowo terbius permainan politik hipokrit penipu dianggapnya jujur lugu,"['mengambil', 'kutipan', 'aktivis', 'senior', 'demo', 'diwaspadai', 'gerakangerakan', 'kekuasaan', 'bermain', 'disayangkan', 'presiden', 'prabowo', 'terbius', 'permainan', 'politik', 'hipokrit', 'penipu', 'dianggapnya', 'jujur', 'lugu']",ambil kutip aktivis senior demo waspada gerakangerakan kuasa main sayang presiden prabowo bius main politik hipokrit tipu anggap jujur lugu,mengambil kutipan aktivis senior demo diwaspadai gerakangerakan kekuasaan bermain disayangkan presiden prabowo terbius permainan politik hipokrit penipu dianggapnya jujur lugu
Sat Aug 30 03:09:11 +0000 2025,32795,Kalau Hendropriyono mau gue percaya ada pihak asing dibalik demo berarti gue juga perlu percaya ketika beliau bilang @prabowo itu gila bahkan mendekati skizofrenia . https://t.co/1qUvtOdeDI https://t.co/cFr4lsfLlV,1209,574,19158,[],kalau hendropriyono mau gue percaya ada pihak asing dibalik demo berarti gue juga perlu percaya ketika beliau bilang itu gila bahkan mendekati skizofrenia ,hendropriyono percaya dibalik demo percaya beliau bilang mendekati skizofrenia,"['hendropriyono', 'percaya', 'dibalik', 'demo', 'percaya', 'beliau', 'bilang', 'mendekati', 'skizofrenia']",hendropriyono percaya balik demo percaya beliau bilang dekat skizofrenia,hendropriyono percaya dibalik demo percaya beliau bilang mendekati skizofrenia
